bedroomCount,bathroomCount,habitableSurface,toiletCount,terraceSurface,postCode,gardenSurface,totalParkingCount,province_encoded,type_encoded,subtype_encoded,epcScore_encoded,hasAttic_encoded,hasGarden_encoded,hasAirConditioning_encoded,hasArmoredDoor_encoded,hasVisiophone_encoded,hasTerrace_encoded,hasOffice_encoded,hasSwimmingPool_encoded,hasFireplace_encoded,hasBasement_encoded,hasDressingRoom_encoded,hasDiningRoom_encoded,hasLift_encoded,hasHeatPump_encoded,hasPhotovoltaicPanels_encoded,hasLivingRoom_encoded,price
3.0,1.0,105.0,2.0,20.0,4032,70.0,2.0,7,2,14,4.0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,259000.0
2.0,1.0,145.0,1.0,21.0,8820,532.0,3.0,6,2,2,2.0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,289000.0
2.0,1.0,201.0,1.0,80.0,9500,245.0,0.0,5,2,2,5.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,315000.0
3.0,2.0,190.0,3.0,20.0,6230,300.0,4.0,11,2,2,5.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,329000.0
4.0,1.0,193.0,2.0,40.0,7160,2000.0,1.0,11,2,13,4.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,379000.0
5.0,2.0,320.0,2.0,20.0,9090,20.0,0.0,5,2,2,3.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,415000.0
3.0,1.0,120.0,2.0,15.0,3740,33.0,0.0,9,1,1,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,439128.0
6.0,3.0,203.0,3.0,2.0,1200,25.0,0.0,1,2,2,1.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,550000.0
2.0,1.0,86.0,1.0,20.0,1150,100.0,0.0,1,2,2,3.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,590000.0
5.0,1.0,289.0,3.0,50.0,4630,760.0,5.0,7,2,2,3.0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,690000.0
6.0,4.0,686.0,2.0,50.0,2000,54.0,0.0,3,2,9,,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1295000.0
2.0,1.0,99.0,1.0,8.0,9041,50.0,1.0,5,1,6,6.0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,324000.0
3.0,1.0,175.0,2.0,40.0,1150,50.0,1.0,1,1,1,3.0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,645000.0
3.0,1.0,167.0,2.0,15.0,3000,67.0,2.0,4,1,4,7.0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,688281.0
4.0,1.0,176.0,1.0,20.0,4530,500.0,5.0,7,2,2,4.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,249000.0
4.0,1.0,138.0,2.0,32.0,4480,116.0,0.0,7,2,10,3.0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,155000.0
4.0,1.0,200.0,1.0,35.0,9810,656.0,1.0,5,2,13,6.0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,564000.0
1.0,1.0,91.0,1.0,30.0,4100,214.0,0.0,7,2,2,3.0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,149900.0
5.0,1.0,213.0,1.0,20.0,9600,200.0,2.0,5,2,2,2.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,159000.0
3.0,1.0,100.0,1.0,50.0,1770,50.0,0.0,4,2,2,2.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,175000.0
1.0,1.0,80.0,1.0,12.0,4400,394.0,4.0,7,2,2,2.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,210000.0
4.0,1.0,408.0,2.0,25.0,9600,250.0,0.0,5,2,10,2.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,229000.0
3.0,1.0,397.0,2.0,20.0,4031,49.0,2.0,7,2,10,3.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,233000.0
3.0,1.0,130.0,1.0,20.0,4530,300.0,1.0,7,2,2,1.0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,250000.0
3.0,1.0,119.0,2.0,30.0,9860,412.0,4.0,5,2,2,2.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,259000.0
3.0,1.0,148.0,1.0,18.0,2830,79.0,0.0,3,2,2,2.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,279000.0
3.0,1.0,127.0,2.0,13.0,2830,128.0,2.0,3,2,14,3.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,305000.0
4.0,1.0,188.0,1.0,13.0,5060,608.0,0.0,10,2,2,2.0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,319000.0
2.0,1.0,106.0,1.0,28.0,1342,583.0,1.0,8,2,13,4.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,325000.0
3.0,1.0,130.0,1.0,40.0,9600,300.0,3.0,5,2,20,5.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,329000.0
7.0,7.0,440.0,2.0,30.0,6800,800.0,0.0,2,2,7,7.0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,350000.0
3.0,2.0,260.0,5.0,24.0,6850,200.0,1.0,2,2,7,5.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,389000.0
5.0,1.0,185.0,1.0,45.0,4890,730.0,0.0,7,2,2,5.0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,399000.0
5.0,1.0,234.0,2.0,8.0,9040,130.0,0.0,5,2,2,4.0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,399000.0
3.0,1.0,138.0,2.0,49.0,1932,352.0,1.0,4,2,2,2.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,415000.0
3.0,1.0,152.0,2.0,5.0,2070,38.0,1.0,3,2,2,7.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,445000.0
4.0,1.0,253.0,2.0,16.0,4570,7903.0,5.0,7,2,2,4.0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,449000.0
5.0,1.0,203.0,2.0,30.0,7880,800.0,5.0,11,2,13,5.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,449000.0
3.0,1.0,268.0,1.0,60.0,4500,6471.0,5.0,7,2,2,4.0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,469000.0
3.0,1.0,182.0,2.0,20.0,9050,55.0,1.0,5,2,2,5.0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,498000.0
6.0,2.0,300.0,3.0,100.0,1490,1500.0,8.0,8,2,2,2.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,499000.0
3.0,1.0,185.0,2.0,15.0,6750,330.0,3.0,2,2,2,6.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,510000.0
4.0,2.0,200.0,3.0,35.0,4682,1200.0,1.0,7,2,10,6.0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,549000.0
2.0,1.0,216.0,3.0,83.0,6900,1041.0,7.0,2,2,2,5.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,550000.0
3.0,1.0,205.0,2.0,25.0,9080,750.0,0.0,5,2,13,5.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,550000.0
5.0,1.0,440.0,2.0,50.0,2070,976.0,3.0,3,2,2,4.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,575000.0
3.0,1.0,190.0,2.0,40.0,1790,2000.0,5.0,4,2,2,4.0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,595000.0
4.0,2.0,225.0,2.0,22.0,1950,3000.0,3.0,4,2,2,4.0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,595000.0
4.0,1.0,225.0,2.0,50.0,9000,126.0,0.0,5,2,2,4.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,618000.0
6.0,3.0,350.0,2.0,25.0,5031,1100.0,7.0,10,2,2,2.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,675000.0
6.0,2.0,240.0,2.0,50.0,1120,150.0,1.0,1,2,2,4.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,679000.0
7.0,3.0,192.0,3.0,60.0,6700,213.0,0.0,2,2,7,6.0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,680000.0
3.0,2.0,160.0,2.0,24.0,1970,300.0,2.0,4,2,2,5.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,690000.0
4.0,2.0,230.0,2.0,80.0,1300,750.0,2.0,8,2,13,6.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,695000.0
4.0,2.0,196.0,2.0,78.0,8860,900.0,4.0,6,2,13,6.0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,695000.0
5.0,2.0,260.0,4.0,65.0,1380,5700.0,6.0,8,2,2,2.0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,699000.0
3.0,1.0,156.0,2.0,42.0,1170,350.0,3.0,1,2,13,1.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,725000.0
5.0,3.0,329.0,3.0,80.0,4671,4800.0,7.0,7,2,13,5.0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,725000.0
4.0,4.0,380.0,5.0,80.0,6890,903.0,5.0,2,2,2,6.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,795000.0
10.0,7.0,569.0,2.0,100.0,6800,8000.0,10.0,2,2,9,6.0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,799000.0
4.0,2.0,410.0,3.0,36.0,1700,400.0,2.0,4,2,9,5.0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,840000.0
4.0,2.0,240.0,2.0,30.0,1640,1400.0,2.0,4,2,13,6.0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,895000.0
4.0,2.0,243.0,2.0,24.0,1950,500.0,3.0,4,2,13,5.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,995000.0
4.0,3.0,570.0,3.0,160.0,2500,13000.0,1.0,3,2,2,6.0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,995000.0
4.0,2.0,349.0,3.0,125.0,1547,4200.0,1.0,4,2,9,7.0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1295000.0
3.0,8.0,600.0,2.0,50.0,1200,450.0,0.0,1,2,7,1.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1390000.0
4.0,3.0,359.0,4.0,25.0,9830,2000.0,5.0,5,2,21,4.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1650000.0
3.0,1.0,150.0,1.0,12.0,3001,270.0,0.0,4,2,2,2.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,435000.0
4.0,2.0,242.0,2.0,21.0,1420,280.0,1.0,8,2,2,5.0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,575000.0
5.0,2.0,172.0,3.0,13.0,9030,39.0,0.0,5,2,2,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,439750.0
3.0,2.0,205.0,2.0,23.0,1330,2500.0,2.0,8,2,2,6.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,795000.0
3.0,2.0,230.0,2.0,50.0,5575,1000.0,0.0,10,2,13,5.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,425000.0
3.0,1.0,250.0,2.0,30.0,1540,25.0,1.0,4,2,10,4.0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,475000.0
3.0,1.0,183.0,1.0,50.0,7863,1000.0,6.0,11,2,2,2.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,315000.0
6.0,3.0,300.0,4.0,20.0,1150,300.0,3.0,1,2,2,4.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1045000.0
4.0,1.0,265.0,2.0,70.0,1651,120.0,0.0,4,2,2,5.0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,375000.0
2.0,1.0,108.0,1.0,9.0,8610,281.0,2.0,6,1,1,7.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,356371.0
2.0,1.0,108.0,1.0,9.0,8610,281.0,2.0,6,1,1,7.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,356371.0
2.0,1.0,121.0,1.0,30.0,6042,250.0,0.0,11,2,2,1.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,149000.0
3.0,1.0,116.0,2.0,40.0,6769,1100.0,0.0,2,2,2,2.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,398000.0
3.0,1.0,102.0,1.0,6.0,9500,27.0,0.0,5,2,2,6.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,210000.0
3.0,1.0,125.0,2.0,25.0,5080,300.0,0.0,10,2,13,3.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,325000.0
3.0,1.0,154.0,2.0,30.0,2540,523.0,2.0,3,2,2,3.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,399000.0
5.0,3.0,204.0,3.0,47.0,6040,1348.0,2.0,11,2,2,4.0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,449000.0
3.0,2.0,245.0,2.0,80.0,1410,450.0,5.0,8,2,13,3.0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,750000.0
6.0,2.0,195.0,3.0,52.0,1120,86.0,0.0,1,2,2,1.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,570000.0
7.0,2.0,691.0,2.0,30.0,9810,2500.0,5.0,5,2,13,6.0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1250000.0
3.0,1.0,172.0,2.0,15.0,1150,70.0,2.0,1,2,2,3.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,650000.0
2.0,1.0,82.0,1.0,25.0,6860,1291.0,3.0,2,2,2,4.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,250000.0
5.0,2.0,185.0,3.0,28.0,5590,400.0,0.0,10,2,2,4.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,290000.0
3.0,2.0,240.0,2.0,30.0,2382,795.0,5.0,3,2,13,7.0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,845000.0
2.0,1.0,142.0,1.0,14.0,1830,70.0,0.0,4,2,2,5.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,355000.0
5.0,1.0,155.0,1.0,33.0,4520,950.0,1.0,7,2,13,3.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,320000.0
6.0,2.0,252.0,3.0,4.0,1200,80.0,0.0,1,2,2,1.0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,850000.0
3.0,1.0,220.0,1.0,35.0,9550,53.0,1.0,5,2,2,3.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,285000.0
4.0,3.0,176.0,3.0,49.0,6880,180.0,1.0,2,2,2,2.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,169000.0
4.0,3.0,220.0,3.0,30.0,1130,100.0,1.0,1,2,2,4.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,540000.0
4.0,1.0,234.0,3.0,113.0,1130,175.0,0.0,1,2,14,4.0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,775000.0
6.0,1.0,305.0,1.0,73.0,1130,170.0,2.0,1,2,2,1.0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,405000.0
4.0,2.0,175.0,2.0,40.0,1130,75.0,0.0,1,2,2,4.0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,449000.0
4.0,1.0,168.0,2.0,5.0,1130,2000.0,4.0,1,1,4,4.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,629000.0
3.0,1.0,217.0,2.0,20.0,1130,60.0,4.0,1,2,2,6.0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,720000.0
3.0,1.0,156.0,2.0,30.0,1315,625.0,0.0,8,2,2,4.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,425000.0
5.0,3.0,400.0,4.0,60.0,1315,5000.0,1.0,8,2,9,5.0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1400000.0
4.0,1.0,290.0,4.0,1.0,1315,1.0,1.0,8,2,2,5.0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,730000.0
4.0,1.0,150.0,2.0,50.0,1315,1832.0,5.0,8,2,13,5.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,400000.0
4.0,2.0,500.0,2.0,1.0,1320,1900.0,0.0,8,2,2,4.0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,800000.0
5.0,1.0,195.0,1.0,28.0,1320,1045.0,6.0,8,2,2,2.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,440000.0
4.0,3.0,195.0,2.0,40.0,1320,2100.0,5.0,8,2,2,4.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,449000.0
3.0,1.0,196.0,2.0,68.0,1320,800.0,4.0,8,2,2,5.0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,649000.0
4.0,2.0,300.0,2.0,70.0,1320,1200.0,2.0,8,2,2,5.0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,650000.0
3.0,2.0,150.0,2.0,40.0,1320,845.0,8.0,8,2,2,6.0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,450000.0
5.0,2.0,445.0,2.0,100.0,1301,1000.0,6.0,8,2,13,,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,879000.0
6.0,4.0,378.0,4.0,60.0,1301,1721.0,7.0,8,2,13,6.0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,995000.0
4.0,1.0,332.0,2.0,25.0,1301,1366.0,2.0,8,2,2,2.0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,485000.0
5.0,3.0,400.0,4.0,20.0,1301,1960.0,4.0,8,2,13,4.0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1195000.0
3.0,1.0,145.0,2.0,15.0,1301,340.0,2.0,8,2,2,6.0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,399000.0
5.0,4.0,435.0,2.0,180.0,1301,3000.0,7.0,8,2,13,6.0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1390000.0
4.0,3.0,560.0,2.0,1.0,1301,1.0,6.0,8,2,13,6.0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1795000.0
4.0,3.0,223.0,2.0,1.0,1301,2200.0,4.0,8,2,13,4.0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,895000.0
3.0,1.0,170.0,1.0,20.0,1301,1200.0,3.0,8,2,2,,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,549000.0
3.0,2.0,220.0,2.0,40.0,1301,1344.0,2.0,8,2,2,3.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,440000.0
3.0,1.0,157.0,2.0,35.0,1310,257.0,0.0,8,2,2,3.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,320000.0
3.0,2.0,130.0,2.0,15.0,1310,500.0,3.0,8,2,2,5.0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,425000.0
3.0,1.0,250.0,2.0,35.0,1310,130.0,2.0,8,2,2,6.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,575000.0
2.0,1.0,175.0,2.0,10.0,1310,1175.0,2.0,8,2,2,3.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,460000.0
3.0,2.0,210.0,2.0,30.0,1310,130.0,2.0,8,2,2,6.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,555000.0
6.0,5.0,450.0,2.0,40.0,1310,69000.0,10.0,8,2,13,4.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,2900000.0
3.0,1.0,140.0,2.0,8.0,1310,600.0,1.0,8,2,13,4.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,615000.0
2.0,1.0,105.0,1.0,18.0,1310,255.0,0.0,8,2,2,4.0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,334999.0
4.0,2.0,180.0,2.0,25.0,1310,527.0,0.0,8,2,13,4.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,575000.0
3.0,3.0,200.0,2.0,20.0,1310,320.0,0.0,8,2,2,5.0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,645000.0
3.0,2.0,127.0,2.0,30.0,1310,600.0,3.0,8,2,2,5.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,425000.0
6.0,6.0,800.0,5.0,75.0,1310,3089.0,1.0,8,2,9,6.0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1350000.0
5.0,3.0,310.0,2.0,100.0,1310,1387.0,5.0,8,2,13,5.0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,899000.0
1.0,1.0,72.0,1.0,17.0,1310,193.0,0.0,8,1,6,3.0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,270000.0
4.0,3.0,450.0,2.0,1.0,1310,1.0,9.0,8,2,9,5.0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1990000.0
4.0,1.0,257.0,2.0,25.0,1310,768.0,2.0,8,2,2,4.0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,625000.0
4.0,1.0,220.0,3.0,48.0,1310,105.0,2.0,8,2,2,6.0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,850000.0
6.0,3.0,292.0,2.0,31.0,1310,300.0,4.0,8,2,2,7.0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,980000.0
2.0,1.0,72.0,1.0,19.0,1170,3000.0,0.0,1,1,1,4.0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,315000.0
5.0,2.0,340.0,4.0,36.0,1170,120.0,3.0,1,2,2,,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1395000.0
4.0,2.0,195.0,3.0,1.0,1170,70.0,1.0,1,2,14,3.0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,799000.0
3.0,1.0,175.0,2.0,20.0,1170,80.0,0.0,1,1,6,3.0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,715000.0
3.0,2.0,156.0,3.0,12.0,1170,125.0,2.0,1,2,2,4.0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,665000.0
2.0,1.0,95.0,2.0,25.0,1170,50.0,2.0,1,1,1,5.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,575000.0
4.0,2.0,225.0,2.0,20.0,1170,150.0,1.0,1,2,2,1.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,655000.0
4.0,3.0,265.0,2.0,25.0,1170,180.0,0.0,1,2,2,3.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1100000.0
2.0,1.0,110.0,2.0,1.0,1170,10.0,1.0,1,1,4,3.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,395000.0
1.0,1.0,65.0,1.0,9.0,1170,35.0,1.0,1,1,6,2.0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,325000.0
4.0,2.0,200.0,2.0,20.0,1170,1500.0,0.0,1,2,2,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,685000.0
4.0,2.0,216.0,3.0,8.0,1170,300.0,0.0,1,2,2,5.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,845000.0
3.0,1.0,119.0,1.0,34.0,1170,18.0,1.0,1,2,2,3.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,579000.0
3.0,1.0,203.0,3.0,17.0,1170,150.0,0.0,1,2,2,7.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,875000.0
4.0,1.0,220.0,2.0,17.0,1170,240.0,3.0,1,2,2,4.0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,999995.0
3.0,1.0,95.0,2.0,8.0,1170,70.0,0.0,1,2,2,1.0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,430000.0
3.0,1.0,280.0,2.0,6.0,1170,149.0,2.0,1,2,2,3.0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,895000.0
2.0,1.0,120.0,1.0,1.0,1170,1.0,0.0,1,2,2,1.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,780000.0
1.0,1.0,55.0,1.0,12.0,1120,42.0,0.0,1,1,6,2.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,175000.0
10.0,4.0,400.0,5.0,65.0,1120,35.0,1.0,1,2,7,1.0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1050000.0
4.0,2.0,195.0,2.0,13.0,1120,197.0,3.0,1,2,2,5.0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,489000.0
3.0,2.0,160.0,2.0,12.0,1120,100.0,0.0,1,2,2,3.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,459000.0
3.0,1.0,6.0,2.0,70.0,1120,600.0,5.0,1,2,2,2.0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,395000.0
5.0,3.0,235.0,3.0,31.0,1120,150.0,1.0,1,2,2,1.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,525000.0
8.0,4.0,490.0,4.0,3.0,1120,35.0,2.0,1,2,7,4.0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,975000.0
3.0,1.0,129.0,2.0,75.0,1120,600.0,3.0,1,2,2,2.0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,395000.0
3.0,3.0,190.0,4.0,21.0,1120,65.0,0.0,1,2,2,,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,425000.0
2.0,1.0,94.0,2.0,8.0,1120,10.0,0.0,1,1,1,,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,279000.0
2.0,1.0,102.0,2.0,5.0,1120,10.0,0.0,1,1,1,,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,299000.0
5.0,1.0,273.0,3.0,15.0,1120,50.0,2.0,1,2,14,5.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,555000.0
5.0,2.0,380.0,2.0,20.0,1120,40.0,1.0,1,2,2,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,799000.0
5.0,5.0,270.0,5.0,8.0,1210,80.0,0.0,1,2,2,2.0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,495000.0
6.0,3.0,404.0,4.0,8.0,1210,110.0,0.0,1,2,8,2.0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,935000.0
3.0,7.0,360.0,5.0,40.0,1210,120.0,0.0,1,2,2,2.0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1250000.0
3.0,1.0,188.0,2.0,18.0,1332,397.0,4.0,8,2,2,3.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,525000.0
